Source,Station,Latitude,Longitude
FRP,Browns Channel,38.04050271,-121.8675863
FRP,Browns1,38.03813016,-121.8577899
FRP,CA3,38.28601,-121.72101
FRP,Cache,,
FRP,CC1,38.26030111,-121.7811813
FRP,CC2,38.25995987,-121.7906483
FRP,Decker Breach,38.08360788,-121.723387
FRP,Decker BS1,38.10404278,-121.710669
FRP,Decker BS2,38.09872661,-121.7090939
FRP,Decker BS3,38.09689579,-121.7092772
FRP,Decker Inside,38.08512,-121.72336
FRP,Dow 2,38.02324421,-121.8333619
FRP,Dow 3,38.02191299,-121.8253262
FRP,Dow 4,38.02278941,-121.8294301
FRP,Dow 5,38.02188756,-121.8336971
FRP,Dow Breach,38.02375735,-121.8272565
FRP,Dow Outside,38.024821,-121.82609
FRP,Fallouts1,38.29586,-121.68886
FRP,Fallouts2,38.296002,-121.686518
FRP,Flyway,38.36414,-121.6444767
FRP,Headreach,38.03228,-121.47833
FRP,Horsebend1,38.08258782,-121.7280776
FRP,Horsebend2,38.08403422,-121.7146892
FRP,HorseBend3,38.09929728,-121.7079337
FRP,HS2,38.30367327,-121.7312177
FRP,HS3,38.27772992,-121.7105386
FRP,LI001E,38.24204,-121.68239
FRP,LI001W,38.27719,-121.69406
FRP,LI002E,38.246362,-121.678139
FRP,LI002W,38.269292,-121.691395
FRP,LI003E,38.255043,-121.672072
FRP,LI003W,38.257888,-121.690273
FRP,LI004E,38.26514,-121.671557
FRP,LI004W,38.25268,-121.686263
FRP,LI005E,38.273775,-121.66693
FRP,LI005W,38.244607,-121.686421
FRP,LI006W,38.28232,-121.69229
FRP,LI007E,38.28417,-121.66532
FRP,LI008E,38.28899,-121.66651
FRP,LI008W,38.28759,-121.69197
FRP,Liberty FAV,38.29607,-121.69193
FRP,Liberty rip rap,38.2785,-121.69402
FRP,Liberty SAV,38.29003,-121.6918
FRP,Liberty tules,38.29617,-121.68986
FRP,Liberty1,38.26962,-121.67718
FRP,Liberty2,38.27565,-121.67599
FRP,Liberty3,38.24967,-121.67701
FRP,Liberty4,38.24771,-121.67861
FRP,Liberty5,38.26238,-121.67883
FRP,Liberty6,38.26704,-121.6879
FRP,LinBr,38.25866311,-121.7925665
FRP,Lindsey FAV,38.25951823,-121.7975475
FRP,Lindsey SAV,38.25978,-121.7923
FRP,Lindsey tules,38.25902,-121.79259
FRP,LN1,38.26026903,-121.7616752
FRP,LN2,38.25814901,-121.738121
FRP,LN3,38.24998083,-121.713593
FRP,Miner rip rap,38.24232,-121.66168
FRP,Miner SAV,38.25687,-121.6527
FRP,Miner Tules,38.23414087,-121.6691908
FRP,MinSlo1,38.24640849,-121.6595325
FRP,MINSLO2,38.26363244,-121.6470267
FRP,MinSlo3,38.27997313,-121.6415524
FRP,NELiberty,38.29183335,-121.6732488
FRP,Nurse1,38.19274121,-121.9265354
FRP,NWLiberty,38.29307247,-121.6861237
FRP,ProBr,38.24394144,-121.6636248
FRP,ProSlough,38.31306549,-121.6671414
FRP,Rep 1 channel,38.08183,-121.72399
FRP,Rep 1 Wetland,38.08307,-121.72206
FRP,Rep 2 channel,38.08558,-121.70901
FRP,Rep 2 wetland,38.08766,-121.71127
FRP,Rep 3 channel,38.10013,-121.70862
FRP,Rep 3 Wetland,38.10054,-121.70925
FRP,RYEISL,38.08098,-122.01718
FRP,Ryer1,38.08547775,-122.018814
FRP,Ryer2,38.08322056,-122.0083422
FRP,Ryer3,38.07724609,-122.0136547
FRP,Ryer4,38.07781685,-122.0034729
FRP,SELiberty,38.25910821,-121.677316
FRP,Shag SAV/FAV,38.27997,-121.69346
FRP,shag1,38.3098208,-121.6928649
FRP,Shag2,38.27849914,-121.6934933
FRP,SJ1,38.03217,-121.47817
FRP,SJ2,38.03201,-121.47786
FRP,SJ3,38.00916,-121.45679
FRP,SJ4,38.00804,-121.4561
FRP,SJ5,38.00391,-121.45036
FRP,SJ6,38.00345,-121.45008
FRP,SJ7,37.99771,-121.44746
FRP,SJ8,37.99752,-121.44749
FRP,SoPro1,38.24924019,-121.6637237
FRP,SoPro2,38.24498926,-121.66946
FRP,SoPro3,38.23894736,-121.6687814
FRP,SoPro4,38.25147542,-121.6603186
FRP,SoPro5,38.24192,-121.66946
FRP,SoPro6,38.23722,-121.6692
FRP,SoPro7,38.24526063,-121.6604141
FRP,SS1,,
FRP,Stacy's Island,38.0947,-121.59039
FRP,Stairsteps1,38.32666076,-121.6830292
FRP,Stairsteps2,38.33389898,-121.6739171
FRP,Stairsteps3,38.34445786,-121.6554718
FRP,substrates1,38.29976,-121.68925
FRP,substrates2,38.29964,-121.69061
FRP,SWLiberty,38.26131864,-121.6860805
FRP,throwtraps,38.16935,-121.41541
FRP,Toedrain1,38.35634969,-121.6418877
FRP,TR1,38.1207568,-121.9818389
FRP,TR2,38.12277207,-121.9860338
FRP,TR3,38.1283278,-121.9895781
FRP,TR4,38.13487,-121.99668
FRP,TR5,38.13487,-121.99668
FRP,TR6,38.1136,-121.98169
FRP,TR7,38.11378,-121.98161
FRP,Webb,38.09502792,-121.5879041
FRP,Wildlands,38.33402,-121.67107
FRP,WinBr,38.04592853,-121.847501
FRP,Wings 1,38.22694,-122.03591
FRP,Wings Brood Pond,38.22601,-122.03826
FRP,Winter 1,38.04965383,-121.8488996
FRP,Winter 2,38.03794338,-121.8442846
FRP,Winter 3,38.03060978,-121.8414193
FRP,Winter 4,38.05228908,-121.856805
FRP,Winter 5,38.05212368,-121.8542861
TNS,323,38.04831,-122.28281
TNS,340,38.10391,-122.26945
TNS,342,38.14586,-122.28508
TNS,405,38.03806,-122.1505
TNS,411,38.05131,-122.08331
TNS,418,38.06481,-122.09781
TNS,501,38.07338,-122.02246
TNS,504,38.06106,-122.01372
TNS,508,38.04556,-121.923
TNS,513,38.05946,-121.864
TNS,519,38.07231,-121.95969
TNS,520,38.03281,-121.86931
TNS,602,38.114,-122.04619
TNS,606,38.16776,-122.02201
TNS,609,38.16719,-121.938
TNS,610,38.11881,-121.88919
TNS,704,38.06776,-121.77501
TNS,706,38.09006,-121.739
TNS,707,38.11226,-121.70601
TNS,711,38.17336,-121.669
TNS,713,38.20712,-121.66008
TNS,716,38.23787,-121.68438
TNS,719,38.33428,-121.64733
TNS,721,38.26815,-121.70277
TNS,722,38.255028,-121.688583
TNS,723,38.23615,-121.67348
TNS,795,38.5377,-121.58468
TNS,796,38.47387,-121.5844
TNS,797,38.40462,-121.6156
TNS,801,38.05561,-121.847
TNS,804,38.02056,-121.794
TNS,809,38.05396,-121.686
TNS,812,38.08866,-121.64051
TNS,815,38.08,-121.56981
TNS,902,38.02616,-121.58301
TNS,906,38.05396,-121.51101
TNS,910,37.99836,-121.444
TNS,912,37.96226,-121.364
TNS,914,37.9715,-121.52
TNS,915,37.94056,-121.559
TNS,918,37.85931,-121.56881
TNS,919,38.10481,-121.492
TNS,FRP Grizz,38.113421,-121.98897
TNS,Honk,38.0728,-121.92111
TNS,Mont,38.14387,-121.90889
twentymm,306,38.00041667,-122.4148889
twentymm,308,38.01744444,-122.4043889
twentymm,311,38.02086111,-122.3774167
twentymm,315,38.03813889,-122.3936111
twentymm,322,38.02363889,-122.3507778
twentymm,327,38.04772222,-122.0477222
twentymm,338,38.060028,-122.2489
twentymm,323,38.04289,-122.28631
twentymm,328,38.06031,-122.35
twentymm,329,38.06361111,-122.304
twentymm,330,38.02852778,-121.6718333
twentymm,331,38.02852778,-121.6718333
twentymm,334,38.07639,-122.338
twentymm,335,38.07111,-122.324
twentymm,336,38.06108,-122.278
twentymm,340,38.09922,-122.26328
twentymm,341,38.12725,-122.27878
twentymm,342,38.14625,-122.28875
twentymm,343,38.18236,-122.30928
twentymm,344,38.21269,-122.30869
twentymm,345,38.22383,-122.30897
twentymm,346,38.23639,-122.28717
twentymm,347,38.25361,-122.28469
twentymm,348,38.27436,-122.28353
twentymm,349,38.28633,-122.28436
twentymm,405,38.03992,-122.14672
twentymm,411,38.05022,-122.07653
twentymm,418,38.0675,-122.09556
twentymm,501,38.07333,-122.02633
twentymm,504,38.05194,-121.98608
twentymm,508,38.04717,-121.91722
twentymm,513,38.05886,-121.86775
twentymm,519,38.07475,-121.95808
twentymm,520,38.03217,-121.86311
twentymm,602,38.11556,-122.04239
twentymm,606,38.17058,-122.02792
twentymm,609,38.16708,-121.93783
twentymm,610,38.12219,-121.88911
twentymm,703,38.04861,-121.79739
twentymm,704,38.06658,-121.79031
twentymm,705,38.09761,-121.70875
twentymm,706,38.08608,-121.75044
twentymm,707,38.11469,-121.70786
twentymm,711,38.17742,-121.66225
twentymm,712,38.191472,-121.639222
twentymm,716,38.23856,-121.68392
twentymm,718,38.25756,-121.72903
twentymm,719,38.3335,-121.6475
twentymm,720,38.26264,-121.77928
twentymm,723,38.23725,-121.67308
twentymm,724,38.25625,-121.65208
twentymm,726,38.28306,-121.64383
twentymm,794,,
twentymm,795,,
twentymm,796,,
twentymm,797,,
twentymm,798,,
twentymm,799,,
twentymm,801,38.04369,-121.844
twentymm,802,38.02083,-121.73039
twentymm,804,38.01644,-121.79131
twentymm,809,38.05378,-121.69303
twentymm,812,38.08992,-121.63992
twentymm,815,38.08714,-121.57114
twentymm,901,38.04625,-121.6185
twentymm,902,38.02039,-121.58267
twentymm,906,38.05003,-121.50647
twentymm,910,38.005,-121.45303
twentymm,912,37.96642,-121.36856
twentymm,914,37.9715,-121.52
twentymm,915,37.94428,-121.56789
twentymm,918,37.859,-121.56714
twentymm,919,38.10519,-121.49458
twentymm,997,,
twentymm,998,,
twentymm,999,,
YBFMP,SHR,38.531881,-121.527912
YBFMP,STTD,38.353383,-121.643181
