SampleID,Date,time,Sampletype,Latitude,Longitude,Temp,SC,pH,DO,Secchi,Turbidity,Tide,Microcystis,volume,subsample,VegWeight,CommonName,Count,AdjCount,Station
500um-1-25Mar2016,3/25/2016,7:17:00,trawl,38.08419,-121.72389,13.30000019,142.8000031,7.400000095,8.100000381,NA,20.79999924,2=ebb,1=absent,0.326776008,100,NA,Gammarus,5,5,Decker Breach
500um-1-25Mar2016,3/25/2016,7:17:00,trawl,38.08419,-121.72389,13.30000019,142.8000031,7.400000095,8.100000381,NA,20.79999924,2=ebb,1=absent,0.326776008,100,NA,Oligocheate,2,2,Decker Breach
500um-1-25Mar2016,3/25/2016,7:17:00,trawl,38.08419,-121.72389,13.30000019,142.8000031,7.400000095,8.100000381,NA,20.79999924,2=ebb,1=absent,0.326776008,100,NA,Fish,12,12,Decker Breach
500um-2-24Mar2016,3/24/2016,8:35:00,trawl,38.24501,-121.66361,14.19999981,150.1000061,7,4.5,NA,5.599999905,4=flood,1=absent,0.047296528,100,NA,Chironomid Larvae,2,2,ProBr
500um-2-24Mar2016,3/24/2016,8:35:00,trawl,38.24501,-121.66361,14.19999981,150.1000061,7,4.5,NA,5.599999905,4=flood,1=absent,0.047296528,100,NA,Diptera Adult,1,1,ProBr
500um-2-24Mar2016,3/24/2016,8:35:00,trawl,38.24501,-121.66361,14.19999981,150.1000061,7,4.5,NA,5.599999905,4=flood,1=absent,0.047296528,100,NA,Oligocheate,1,1,ProBr
500um-2-25Mar2016,3/25/2016,8:14:00,trawl,38.08419,-121.72389,13.30000019,145.8999939,7.400000095,7.699999809,NA,22.79999924,2=ebb,1=absent,6.651611643,100,NA,Fish,14,14,Decker Breach
500um-2-25Mar2016,3/25/2016,8:14:00,trawl,38.08419,-121.72389,13.30000019,145.8999939,7.400000095,7.699999809,NA,22.79999924,2=ebb,1=absent,6.651611643,100,NA,Oligocheate,2,2,Decker Breach
500um-2-25Mar2016,3/25/2016,8:14:00,trawl,38.08419,-121.72389,13.30000019,145.8999939,7.400000095,7.699999809,NA,22.79999924,2=ebb,1=absent,6.651611643,100,NA,Diptera pupae,2,2,Decker Breach
500um-2-25Mar2016,3/25/2016,8:14:00,trawl,38.08419,-121.72389,13.30000019,145.8999939,7.400000095,7.699999809,NA,22.79999924,2=ebb,1=absent,6.651611643,100,NA,Ostracods,4,4,Decker Breach
500um-2-25Mar2016,3/25/2016,8:14:00,trawl,38.08419,-121.72389,13.30000019,145.8999939,7.400000095,7.699999809,NA,22.79999924,2=ebb,1=absent,6.651611643,100,NA,Gnorimosphaeroma,4,4,Decker Breach
500um-2-25Mar2016,3/25/2016,8:14:00,trawl,38.08419,-121.72389,13.30000019,145.8999939,7.400000095,7.699999809,NA,22.79999924,2=ebb,1=absent,6.651611643,100,NA,Diptera Adult,1,1,Decker Breach
500um-2-25Mar2016,3/25/2016,8:14:00,trawl,38.08419,-121.72389,13.30000019,145.8999939,7.400000095,7.699999809,NA,22.79999924,2=ebb,1=absent,6.651611643,100,NA,Corophiid UNID,8,8,Decker Breach
500um-2-25Mar2016,3/25/2016,8:14:00,trawl,38.08419,-121.72389,13.30000019,145.8999939,7.400000095,7.699999809,NA,22.79999924,2=ebb,1=absent,6.651611643,100,NA,Corixidae,2,2,Decker Breach
500um-2-25Mar2016,3/25/2016,8:14:00,trawl,38.08419,-121.72389,13.30000019,145.8999939,7.400000095,7.699999809,NA,22.79999924,2=ebb,1=absent,6.651611643,100,NA,Tabanidae,1,1,Decker Breach
500um-2-25Mar2016,3/25/2016,8:14:00,trawl,38.08419,-121.72389,13.30000019,145.8999939,7.400000095,7.699999809,NA,22.79999924,2=ebb,1=absent,6.651611643,100,NA,Hyalella,1,1,Decker Breach
500um-2-25Mar2016,3/25/2016,8:14:00,trawl,38.08419,-121.72389,13.30000019,145.8999939,7.400000095,7.699999809,NA,22.79999924,2=ebb,1=absent,6.651611643,100,NA,Crangonyx,1,1,Decker Breach
500um-2-25Mar2016,3/25/2016,8:14:00,trawl,38.08419,-121.72389,13.30000019,145.8999939,7.400000095,7.699999809,NA,22.79999924,2=ebb,1=absent,6.651611643,100,NA,Chironomid Larvae,14,14,Decker Breach
500um-2-25Mar2016,3/25/2016,8:14:00,trawl,38.08419,-121.72389,13.30000019,145.8999939,7.400000095,7.699999809,NA,22.79999924,2=ebb,1=absent,6.651611643,100,NA,Gammarus,3,3,Decker Breach
500um-3-24Mar2016,3/24/2016,9:10:00,trawl,38.24501,-121.66361,13.69999981,143.8000031,7.199999809,6.300000191,NA,14.60000038,2=ebb,1=absent,1.999353209,100,NA,Chironomid Larvae,2,2,ProBr
500um-3-24Mar2016,3/24/2016,9:10:00,trawl,38.24501,-121.66361,13.69999981,143.8000031,7.199999809,6.300000191,NA,14.60000038,2=ebb,1=absent,1.999353209,100,NA,Crangonyx,3,3,ProBr
500um-3-24Mar2016,3/24/2016,9:10:00,trawl,38.24501,-121.66361,13.69999981,143.8000031,7.199999809,6.300000191,NA,14.60000038,2=ebb,1=absent,1.999353209,100,NA,Diptera Adult,2,2,ProBr
500um-3-24Mar2016,3/24/2016,9:10:00,trawl,38.24501,-121.66361,13.69999981,143.8000031,7.199999809,6.300000191,NA,14.60000038,2=ebb,1=absent,1.999353209,100,NA,Oligocheate,5,5,ProBr
500um-3-25Mar2016,3/25/2016,9:11:00,trawl,38.08419,-121.72389,13.5,150.3999939,7.199999809,6.699999809,NA,23,2=ebb,1=absent,0.675050438,100,NA,Corophiid UNID,2,2,Decker Breach
500um-3-25Mar2016,3/25/2016,9:11:00,trawl,38.08419,-121.72389,13.5,150.3999939,7.199999809,6.699999809,NA,23,2=ebb,1=absent,0.675050438,100,NA,Oligocheate,1,1,Decker Breach
500um-3-25Mar2016,3/25/2016,9:11:00,trawl,38.08419,-121.72389,13.5,150.3999939,7.199999809,6.699999809,NA,23,2=ebb,1=absent,0.675050438,100,NA,Tanaid,2,2,Decker Breach
500um-3-25Mar2016,3/25/2016,9:11:00,trawl,38.08419,-121.72389,13.5,150.3999939,7.199999809,6.699999809,NA,23,2=ebb,1=absent,0.675050438,100,NA,Corixidae,4,4,Decker Breach
500um-3-25Mar2016,3/25/2016,9:11:00,trawl,38.08419,-121.72389,13.5,150.3999939,7.199999809,6.699999809,NA,23,2=ebb,1=absent,0.675050438,100,NA,Gnorimosphaeroma,5,5,Decker Breach
500um-3-25Mar2016,3/25/2016,9:11:00,trawl,38.08419,-121.72389,13.5,150.3999939,7.199999809,6.699999809,NA,23,2=ebb,1=absent,0.675050438,100,NA,Diptera Pupae,1,1,Decker Breach
500um-3-25Mar2016,3/25/2016,9:11:00,trawl,38.08419,-121.72389,13.5,150.3999939,7.199999809,6.699999809,NA,23,2=ebb,1=absent,0.675050438,100,NA,Crangonyx,1,1,Decker Breach
500um-3-25Mar2016,3/25/2016,9:11:00,trawl,38.08419,-121.72389,13.5,150.3999939,7.199999809,6.699999809,NA,23,2=ebb,1=absent,0.675050438,100,NA,Ephemeroptera larvae Other,1,1,Decker Breach
500um-3-25Mar2016,3/25/2016,9:11:00,trawl,38.08419,-121.72389,13.5,150.3999939,7.199999809,6.699999809,NA,23,2=ebb,1=absent,0.675050438,100,NA,Amphipod UNID,1,1,Decker Breach
500um-3-25Mar2016,3/25/2016,9:11:00,trawl,38.08419,-121.72389,13.5,150.3999939,7.199999809,6.699999809,NA,23,2=ebb,1=absent,0.675050438,100,NA,Chironomid Larvae,11,11,Decker Breach
500um-3-25Mar2016,3/25/2016,9:11:00,trawl,38.08419,-121.72389,13.5,150.3999939,7.199999809,6.699999809,NA,23,2=ebb,1=absent,0.675050438,100,NA,Collembola,4,4,Decker Breach
500um-4-24Mar2016,3/24/2016,10:03:00,trawl,38.24501,-121.66361,13.89999962,144.5,7.300000191,5.5,NA,8.600000381,2=ebb,1=absent,8.612267693,100,NA,Palaemon,1,1,ProBr
500um-4-24Mar2016,3/24/2016,10:03:00,trawl,38.24501,-121.66361,13.89999962,144.5,7.300000191,5.5,NA,8.600000381,2=ebb,1=absent,8.612267693,100,NA,Oligocheate,12,12,ProBr
500um-4-24Mar2016,3/24/2016,10:03:00,trawl,38.24501,-121.66361,13.89999962,144.5,7.300000191,5.5,NA,8.600000381,2=ebb,1=absent,8.612267693,100,NA,Fish,1,1,ProBr
500um-4-24Mar2016,3/24/2016,10:03:00,trawl,38.24501,-121.66361,13.89999962,144.5,7.300000191,5.5,NA,8.600000381,2=ebb,1=absent,8.612267693,100,NA,Corixidae,1,1,ProBr
500um-4-24Mar2016,3/24/2016,10:03:00,trawl,38.24501,-121.66361,13.89999962,144.5,7.300000191,5.5,NA,8.600000381,2=ebb,1=absent,8.612267693,100,NA,Crangonyx,19,19,ProBr
500um-4-24Mar2016,3/24/2016,10:03:00,trawl,38.24501,-121.66361,13.89999962,144.5,7.300000191,5.5,NA,8.600000381,2=ebb,1=absent,8.612267693,100,NA,Chironomid Larvae,3,3,ProBr
500um-4-24Mar2016,3/24/2016,10:03:00,trawl,38.24501,-121.66361,13.89999962,144.5,7.300000191,5.5,NA,8.600000381,2=ebb,1=absent,8.612267693,100,NA,Diptera Adult,9,9,ProBr
500um-4-25Mar2016,3/25/2016,10:09:00,trawl,38.08419,-121.72389,13.89999962,156,7.199999809,6.800000191,NA,20.89999962,2=ebb,1=absent,0.34827443,100,NA,Isopod other,1,1,Decker Breach
500um-4-25Mar2016,3/25/2016,10:09:00,trawl,38.08419,-121.72389,13.89999962,156,7.199999809,6.800000191,NA,20.89999962,2=ebb,1=absent,0.34827443,100,NA,Gnorimosphaeroma,1,1,Decker Breach
500um-4-25Mar2016,3/25/2016,10:09:00,trawl,38.08419,-121.72389,13.89999962,156,7.199999809,6.800000191,NA,20.89999962,2=ebb,1=absent,0.34827443,100,NA,Diptera Larvae Other,1,1,Decker Breach
500um-4-25Mar2016,3/25/2016,10:09:00,trawl,38.08419,-121.72389,13.89999962,156,7.199999809,6.800000191,NA,20.89999962,2=ebb,1=absent,0.34827443,100,NA,Fish,1,1,Decker Breach
500um-4-25Mar2016,3/25/2016,10:09:00,trawl,38.08419,-121.72389,13.89999962,156,7.199999809,6.800000191,NA,20.89999962,2=ebb,1=absent,0.34827443,100,NA,Oligocheate,8,8,Decker Breach
500um-4-25Mar2016,3/25/2016,10:09:00,trawl,38.08419,-121.72389,13.89999962,156,7.199999809,6.800000191,NA,20.89999962,2=ebb,1=absent,0.34827443,100,NA,Corophiid UNID,6,6,Decker Breach
500um-4-25Mar2016,3/25/2016,10:09:00,trawl,38.08419,-121.72389,13.89999962,156,7.199999809,6.800000191,NA,20.89999962,2=ebb,1=absent,0.34827443,100,NA,Asellidae,1,1,Decker Breach
500um-4-25Mar2016,3/25/2016,10:09:00,trawl,38.08419,-121.72389,13.89999962,156,7.199999809,6.800000191,NA,20.89999962,2=ebb,1=absent,0.34827443,100,NA,Corixidae,1,1,Decker Breach
500um-4-25Mar2016,3/25/2016,10:09:00,trawl,38.08419,-121.72389,13.89999962,156,7.199999809,6.800000191,NA,20.89999962,2=ebb,1=absent,0.34827443,100,NA,Collembola,3,3,Decker Breach
500um-4-25Mar2016,3/25/2016,10:09:00,trawl,38.08419,-121.72389,13.89999962,156,7.199999809,6.800000191,NA,20.89999962,2=ebb,1=absent,0.34827443,100,NA,Chironomid Larvae,7,7,Decker Breach
500um-5-25Mar2016,3/25/2016,11:01:00,trawl,38.08419,-121.723885,14.39999962,160.3999939,7.099999905,6.599999905,NA,20.29999924,2=ebb,1=absent,1.590883198,100,NA,Asellidae,1,1,Decker Breach
500um-5-25Mar2016,3/25/2016,11:01:00,trawl,38.08419,-121.723885,14.39999962,160.3999939,7.099999905,6.599999905,NA,20.29999924,2=ebb,1=absent,1.590883198,100,NA,Tanaid,3,3,Decker Breach
500um-5-25Mar2016,3/25/2016,11:01:00,trawl,38.08419,-121.723885,14.39999962,160.3999939,7.099999905,6.599999905,NA,20.29999924,2=ebb,1=absent,1.590883198,100,NA,Chironomid Larvae,30,30,Decker Breach
500um-5-25Mar2016,3/25/2016,11:01:00,trawl,38.08419,-121.723885,14.39999962,160.3999939,7.099999905,6.599999905,NA,20.29999924,2=ebb,1=absent,1.590883198,100,NA,Corophiid UNID,11,11,Decker Breach
500um-5-25Mar2016,3/25/2016,11:01:00,trawl,38.08419,-121.723885,14.39999962,160.3999939,7.099999905,6.599999905,NA,20.29999924,2=ebb,1=absent,1.590883198,100,NA,Mite,2,2,Decker Breach
500um-5-25Mar2016,3/25/2016,11:01:00,trawl,38.08419,-121.723885,14.39999962,160.3999939,7.099999905,6.599999905,NA,20.29999924,2=ebb,1=absent,1.590883198,100,NA,Diptera Adult,2,2,Decker Breach
500um-5-25Mar2016,3/25/2016,11:01:00,trawl,38.08419,-121.723885,14.39999962,160.3999939,7.099999905,6.599999905,NA,20.29999924,2=ebb,1=absent,1.590883198,100,NA,Corixidae,8,8,Decker Breach
500um-5-25Mar2016,3/25/2016,11:01:00,trawl,38.08419,-121.723885,14.39999962,160.3999939,7.099999905,6.599999905,NA,20.29999924,2=ebb,1=absent,1.590883198,100,NA,Oligocheate,6,6,Decker Breach
500um-5-25Mar2016,3/25/2016,11:01:00,trawl,38.08419,-121.723885,14.39999962,160.3999939,7.099999905,6.599999905,NA,20.29999924,2=ebb,1=absent,1.590883198,100,NA,Fish,1,1,Decker Breach
500um-5-25Mar2016,3/25/2016,11:01:00,trawl,38.08419,-121.723885,14.39999962,160.3999939,7.099999905,6.599999905,NA,20.29999924,2=ebb,1=absent,1.590883198,100,NA,Gnorimosphaeroma,7,7,Decker Breach
500um-6-24Mar2016,3/24/2016,11:57:00,trawl,38.24501,-121.66361,15,155,7.400000095,3.200000048,NA,2.799999952,2=ebb,1=absent,2.407823219,100,NA,Chironomid Larvae,7,7,ProBr
500um-6-24Mar2016,3/24/2016,11:57:00,trawl,38.24501,-121.66361,15,155,7.400000095,3.200000048,NA,2.799999952,2=ebb,1=absent,2.407823219,100,NA,Crangonyx,23,23,ProBr
500um-6-24Mar2016,3/24/2016,11:57:00,trawl,38.24501,-121.66361,15,155,7.400000095,3.200000048,NA,2.799999952,2=ebb,1=absent,2.407823219,100,NA,Aphididae Larvae,1,1,ProBr
500um-6-24Mar2016,3/24/2016,11:57:00,trawl,38.24501,-121.66361,15,155,7.400000095,3.200000048,NA,2.799999952,2=ebb,1=absent,2.407823219,100,NA,Diptera Pupae,1,1,ProBr
500um-6-24Mar2016,3/24/2016,11:57:00,trawl,38.24501,-121.66361,15,155,7.400000095,3.200000048,NA,2.799999952,2=ebb,1=absent,2.407823219,100,NA,Ant,1,1,ProBr
500um-6-24Mar2016,3/24/2016,11:57:00,trawl,38.24501,-121.66361,15,155,7.400000095,3.200000048,NA,2.799999952,2=ebb,1=absent,2.407823219,100,NA,Diptera Adult,3,3,ProBr
500um-6-24Mar2016,3/24/2016,11:57:00,trawl,38.24501,-121.66361,15,155,7.400000095,3.200000048,NA,2.799999952,2=ebb,1=absent,2.407823219,100,NA,Oligocheate,2,2,ProBr
BEN1-8Sep2016,9/8/2016,8:15:00,trawl,38.25202,-121.6564,20.29999924,170,6.599999905,9.300000191,129,6.400000095,4=flood,1=absent,33.14196674,100,NA,Hyalella,2,2,MINSLO1
BEN1-8Sep2016,9/8/2016,8:15:00,trawl,38.25202,-121.6564,20.29999924,170,6.599999905,9.300000191,129,6.400000095,4=flood,1=absent,33.14196674,100,NA,Planaria,1,1,MINSLO1
BEN1-8Sep2016,9/8/2016,8:15:00,trawl,38.25202,-121.6564,20.29999924,170,6.599999905,9.300000191,129,6.400000095,4=flood,1=absent,33.14196674,100,NA,Hydroptilidae Larvae Caddisfly,2,2,MINSLO1
BEN1-8Sep2016,9/8/2016,8:15:00,trawl,38.25202,-121.6564,20.29999924,170,6.599999905,9.300000191,129,6.400000095,4=flood,1=absent,33.14196674,100,NA,Mite,3,3,MINSLO1
BEN1-8Sep2016,9/8/2016,8:15:00,trawl,38.25202,-121.6564,20.29999924,170,6.599999905,9.300000191,129,6.400000095,4=flood,1=absent,33.14196674,100,NA,Oligocheate,3,3,MINSLO1
BEN1-8Sep2016,9/8/2016,8:15:00,trawl,38.25202,-121.6564,20.29999924,170,6.599999905,9.300000191,129,6.400000095,4=flood,1=absent,33.14196674,100,NA,Diptera Larvae Other,1,1,MINSLO1
BEN1-8Sep2016,9/8/2016,8:15:00,trawl,38.25202,-121.6564,20.29999924,170,6.599999905,9.300000191,129,6.400000095,4=flood,1=absent,33.14196674,100,NA,Spider,1,1,MINSLO1
BEN1-8Sep2016,9/8/2016,8:15:00,trawl,38.25202,-121.6564,20.29999924,170,6.599999905,9.300000191,129,6.400000095,4=flood,1=absent,33.14196674,100,NA,Tanaid,1,1,MINSLO1
BEN1-8Sep2016,9/8/2016,8:15:00,trawl,38.25202,-121.6564,20.29999924,170,6.599999905,9.300000191,129,6.400000095,4=flood,1=absent,33.14196674,100,NA,Ant,1,1,MINSLO1
BEN1-8Sep2016,9/8/2016,8:15:00,trawl,38.25202,-121.6564,20.29999924,170,6.599999905,9.300000191,129,6.400000095,4=flood,1=absent,33.14196674,100,NA,Diptera Adult,1,1,MINSLO1
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Animal material UNID,32,32,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Aphididae Adult,1,1,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Crangonyx,2,2,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Diptera Adult,2,2,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Chironomid Larvae,12,12,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Clam Other,1,1,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Tanaid,1,1,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Hyalella,13,13,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Hydra,21,21,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Hydroptilidae Larvae Caddisfly,7,7,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Insect Unid,1,1,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Leech,1,1,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Mite,161,161,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Oligocheate,20,20,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Ostracods,4,4,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Planaria,9,9,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Snail Other,3,3,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Fluminicola,9,9,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Gammarus,2,2,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Gyraulus,2,2,ProBr
BEN2-8SEP2016,9/8/2016,8:44:00,trawl,38.24377,-121.66396,20,175,6.699999809,2,159,2.799999952,4=flood,1=absent,28.6272982,100,NA,Physa,1,1,ProBr
BEN3-8SEP2016,9/8/2016,9:13:00,trawl,38.23796,-121.66582,NA,NA,NA,NA,173,5.900000095,4=flood,1=absent,26.97621942,100,NA,Mite,8,8,Miner Tules
BEN3-8SEP2016,9/8/2016,9:13:00,trawl,38.23796,-121.66582,NA,NA,NA,NA,173,5.900000095,4=flood,1=absent,26.97621942,100,NA,Oligocheate,1,1,Miner Tules
BEN3-8SEP2016,9/8/2016,9:13:00,trawl,38.23796,-121.66582,NA,NA,NA,NA,173,5.900000095,4=flood,1=absent,26.97621942,100,NA,Psocoptera Adult,1,1,Miner Tules
BEN3-8SEP2016,9/8/2016,9:13:00,trawl,38.23796,-121.66582,NA,NA,NA,NA,173,5.900000095,4=flood,1=absent,26.97621942,100,NA,Tanaid,1,1,Miner Tules
BEN3-8SEP2016,9/8/2016,9:13:00,trawl,38.23796,-121.66582,NA,NA,NA,NA,173,5.900000095,4=flood,1=absent,26.97621942,100,NA,Melanoides tuberculata,1,1,Miner Tules
BEN3-8SEP2016,9/8/2016,9:13:00,trawl,38.23796,-121.66582,NA,NA,NA,NA,173,5.900000095,4=flood,1=absent,26.97621942,100,NA,Corbicula,2,2,Miner Tules
BEN3-8SEP2016,9/8/2016,9:13:00,trawl,38.23796,-121.66582,NA,NA,NA,NA,173,5.900000095,4=flood,1=absent,26.97621942,100,NA,Hydroptilidae Larvae Caddisfly,2,2,Miner Tules
BEN4-8SEP2016,9/8/2016,10:26:00,trawl,38.25988,-121.79505,NA,NA,NA,NA,107,6,4=flood,1=absent,7.967315045,100,12.25,Oligocheate,157,157,CC1
BEN4-8SEP2016,9/8/2016,10:26:00,trawl,38.25988,-121.79505,NA,NA,NA,NA,107,6,4=flood,1=absent,7.967315045,100,12.25,Physa,5,5,CC1
BEN4-8SEP2016,9/8/2016,10:26:00,trawl,38.25988,-121.79505,NA,NA,NA,NA,107,6,4=flood,1=absent,7.967315045,100,12.25,Diptera Adult,2,2,CC1
BEN4-8SEP2016,9/8/2016,10:26:00,trawl,38.25988,-121.79505,NA,NA,NA,NA,107,6,4=flood,1=absent,7.967315045,100,12.25,Gyraulus,1,1,CC1
BEN4-8SEP2016,9/8/2016,10:26:00,trawl,38.25988,-121.79505,NA,NA,NA,NA,107,6,4=flood,1=absent,7.967315045,100,12.25,Hyalella,170,170,CC1
BEN4-8SEP2016,9/8/2016,10:26:00,trawl,38.25988,-121.79505,NA,NA,NA,NA,107,6,4=flood,1=absent,7.967315045,100,12.25,Hydroptilidae Larvae Caddisfly,53,53,CC1
